"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","Unnamed..15","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","PrecedingWeekFridayMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"5/13/19 to 5/20/19","5/16/19",285.839996,289.209991,285.76001,287.700012,76749600,"Thursday","2019-05-17",285.140015,288.600006,285.119995,285.839996,100353000,"Friday",NA,1.307537759,"5/20/19",284.059998,285.959991,283.119995,283.950012,62877600,"Monday",0,-0.646512312,1,0.245486766,0,-0.62272531,0.993772747,0,-0.66120348,0,0,"Baseline","Baseline",4.60000000000001,1,0,"","","","","May",0,0,1.30753775915445,"Odd","Even",1,1,0,0
"5/27/19 to 6/3/19","5/30/19",279.109985,280.040009,277.809998,279.029999,62523800,"Thursday","2019-05-31",276.200012,277.119995,275.23999,275.269989,86862800,"Friday",NA,1.389275764,"6/3/19",275.309998,276.549988,273.089996,274.570007,96428000,"Monday",0,-1.347528944,0,-0.33672084,1,0.014534458,1.000145345,0,-0.254289253,0,0,"Baseline","Baseline",-2,1,0,"","","","","May",0,0,1.38927576378915,"Odd","Even",1,1,1,1
"6/3/19 to 6/10/19","6/6/19",283.290009,285.549988,282.570007,284.799988,69430400,"Thursday","2019-06-07",285.929993,288.850006,285.73999,287.649994,74272200,"Friday",NA,1.069736023,"6/10/19",289.369995,290.820007,288.869995,288.970001,60799100,"Monday",1,1.0007043960971,1,0.601546197358865,1,0.597949256345204,1.005979493,1,0.458893456469195,0,1,"Baseline","",0,0,0,"","","","","Jun",0,0,1.06973602341338,"Even","Odd",1,1,1,1
"6/10/19 to 6/17/19","6/13/19",289.399994,289.980011,288.619995,289.579987,48945200,"Thursday","2019-06-14",289.26001,289.929993,288.410004,289.26001,52324700,"Friday",NA,1.069046607,"6/17/19",289.519989,290.220001,289.179993,289.369995,39205700,"Monday",0,-0.110496932,0,0,1,0.08987727,1.000898773,1,0.038022885,0,0,"Baseline","Baseline",-0.2,1,0,"","","","","Jun",0,0,1.06904660722604,"Even","Odd",1,1,1,1
"6/17/19 to 6/24/19","6/20/19",296.040009,296.309998,293.130005,295.859985,116570000,"Thursday","2019-06-21",294.130005,295.519989,293.76001,294,83309500,"Friday",NA,0.714673587,"6/24/19",294.230011,294.579987,293.470001,293.640015,47582700,"Monday",0,-0.628670687,0,-0.044199843,1,0.078235034,1.00078235,0,-0.122443878,1,0,"Baseline","",0,0,1,"6/19/19","Pause","Match","","Jun",0,0,0.714673586686111,"Even","Odd",1,1,0,0
"6/24/19 to 7/1/19","6/27/19",291.309998,292.059998,290.890015,291.5,40355200,"Thursday","2019-06-28",292.579987,293.549988,292.01001,293,59350900,"Friday",NA,1.470712572,"7/1/19",296.679993,296.920013,294.329987,295.660004,78705600,"Monday",1,0.514579759862779,1,0.143554931527146,1,1.25597030716724,1.012559703,1,0.907851194539254,0,0,"Baseline","Baseline",0.200000000000003,1,0,"","","","","Jun",0,0,1.47071257235747,"Even","Odd",0,0,1,1
"7/8/19 to 7/15/19","7/11/19",299.320007,299.579987,298.200012,299.309998,50826100,"Thursday","2019-07-12",299.850006,300.730011,299.51001,300.649994,40326000,"Friday",NA,0.793411259,"7/15/19",301.130005,301.130005,300.190002,300.75,33900000,"Monday",1,0.447695034898228,1,0.266796059360421,1,0.159657744746202,1.001596577,1,0.033263264,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.793411259175896,"Even","Odd",0,0,1,1
"7/15/19 to 7/22/19","7/18/19",297.190002,299.25,296.700012,298.829987,51392600,"Thursday","2019-07-19",300.040009,300.070007,296.980011,297.170013,58678600,"Friday",NA,1.141771383,"7/22/19",297.609985,298.5,297.040009,297.899994,43638100,"Monday",0,-0.555491106,0,-0.956537766,1,0.14805396936198,1.00148054,1,0.24564423328945,0,0,"Baseline","Baseline",-0.2,1,0,"","","","","Jul",0,0,1.14177138342874,"Even","Odd",1,1,1,1
"7/22/19 to 7/29/19","7/25/19",300.940002,301,299.109985,300,55394100,"Thursday","2019-07-26",300.76001,302.230011,300.619995,302.01001,45084100,"Friday",NA,0.813879095,"7/29/19",301.880005,302.01001,300.850006,301.459991,38126500,"Monday",1,0.670003333333341,1,0.415613764609198,0,-0.043046586,0.999569534,0,-0.18211946,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.81387909542713,"Even","Odd",0,1,1,1
"7/29/19 to 8/5/19","8/1/19",297.600006,300.869995,293.959991,294.839996,142646600,"Thursday","2019-08-02",293.850006,294.119995,290.899994,292.619995,116749700,"Friday",NA,0.818454138,"8/5/19",288.089996,288.209991,281.720001,283.820007,178745400,"Monday",0,-0.752951102,0,-0.418584643,0,-1.548082523,0.984519175,0,-3.00730919,0,1,"Baseline","Baseline",-0.1,1,1,"7/31/19","Cut","Match","","Aug",0,0,0.818454137708154,"Even","Even",1,1,1,1
"8/5/19 to 8/12/19","8/8/19",289.619995,293.619995,289.01001,293.619995,87713900,"Thursday","2019-08-09",292.579987,293.23999,289.649994,291.619995,93730000,"Friday",NA,1.068587761,"8/12/19",289.959991,291.609985,287.019989,288.070007,65527600,"Monday",0,-0.681152522,0,-0.328112668,0,-0.569235316,0.994307647,0,-1.217333537,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,1.06858776089081,"Even","Even",1,1,1,1
"8/12/19 to 8/19/19","8/15/19",284.880005,285.640015,282.390015,284.649994,99556600,"Thursday","2019-08-16",286.480011,289.329987,284.709991,288.850006,83018300,"Friday",NA,0.833880426,"8/19/19",292.190002,293.079987,291.440002,292.329987,53571800,"Monday",1,1.47550047023715,1,0.827281104788849,1,1.15630809438169,1.011563081,1,1.20477096337675,0,0,"Baseline","Shock",-5.1,1,0,"","","","","Aug",0,1,0.833880425808033,"Even","Even",0,0,0,0
"8/19/19 to 8/26/19","8/22/19",293.230011,293.929993,290.399994,292.359985,51666400,"Thursday","2019-08-23",290.920013,292.76001,283.470001,284.850006,149161500,"Friday",NA,2.887011675,"8/26/19",287.269989,288,285.579987,288,72423800,"Monday",0,-2.568743804,0,-2.08648657,1,0.849563963147679,1.00849564,1,1.10584305200962,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,2.88701167489897,"Even","Even",1,1,1,1
"9/2/19 to 9/9/19","9/5/19",296.790009,298.829987,294,297.820007,83258100,"Thursday","2019-09-06",298.170013,298.76001,297.420013,298.049988,49584300,"Friday",NA,0.595549262,"9/9/19",299.140015,299.23999,297.160004,298.200012,51260300,"Monday",1,0.077221474,0,-0.04025388,1,0.365719524873801,1.003657195,1,0.050335181,0,1,"Baseline","",0,0,0,"","","","","Sep",0,0,0.595549261873619,"Even","Even",1,1,1,1
"9/9/19 to 9/16/19","9/12/19",301.25,302.459991,300.410004,301.290009,72908700,"Thursday","2019-09-13",301.779999,302.170013,300.679993,301.089996,62104800,"Friday",NA,0.851816038,"9/16/19",299.839996,301.140015,299.450012,300.160004,58191200,"Monday",0,-0.06638554,0,-0.228644377,0,-0.415158264,0.995848417,0,-0.308875091,0,0,"Baseline","Baseline",1.09999999999999,1,0,"","","","","Sep",0,0,0.851816038415169,"Even","Even",1,1,1,1
"9/16/19 to 9/23/19","9/19/19",301.529999,302.630005,300.709991,301.079987,76560500,"Thursday","2019-09-20",300.359985,300.670013,297.410004,298.279999,89565000,"Friday",NA,1.169859131,"9/23/19",297.549988,299,297.269989,298.209991,43476800,"Monday",0,-0.92998144,0,-0.692497704,0,-0.244740178,0.997552598,0,-0.023470565,1,0,"Baseline","",0,0,1,"9/18/19","Cut","Match","","Sep",0,0,1.16985913101403,"Even","Even",1,1,0,0
"9/23/19 to 9/30/19","9/26/19",297.630005,297.859985,295.450012,297,56179700,"Thursday","2019-09-27",297.829987,297.950012,293.690002,295.399994,84746600,"Friday",NA,1.508491501,"9/30/19",295.970001,297.549988,295.920013,296.769989,51662400,"Monday",0,-0.538722559,0,-0.815899374,1,0.19296107365528,1.001929611,1,0.463776245032699,0,0,"Baseline","Baseline",1.2,1,0,"","","","","Sep",0,0,1.50849150137861,"Even","Even",1,1,1,1
"9/30/19 to 10/7/19","10/3/19",287.809998,290.450012,284.820007,290.420013,85278800,"Thursday","2019-10-04",291.140015,294.630005,291.079987,294.350006,65091200,"Friday",NA,0.763275281,"10/7/19",293.470001,295.26001,292.769989,293.079987,59610500,"Monday",1,1.35321011778896,1,1.10255919303982,0,-0.298965511,0.997010345,0,-0.431465593,0,1,"Baseline","",0,0,0,"","","","","Oct",0,0,0.763275280609014,"Even","Even",1,1,1,1
"10/7/19 to 10/14/19","10/10/19",291.179993,294.209991,291,293.23999,55296300,"Thursday","2019-10-11",296.269989,298.73999,296.140015,296.279999,98720400,"Friday",NA,1.785298474,"10/14/19",295.929993,296.670013,295.570007,295.950012,40394800,"Monday",1,1.0366965978958,1,0.003378675,0,-0.118133523,0.998818665,0,-0.111376739,0,0,"Baseline","Baseline",4,1,0,"","","","","Oct",0,0,1.78529847385811,"Even","Even",0,0,0,0
"10/14/19 to 10/21/19","10/17/19",299.679993,300.23999,298.519989,299.279999,45736600,"Thursday","2019-10-18",298.690002,299.399994,297.029999,297.970001,64304000,"Friday",NA,1.405963714,"10/21/19",299.420013,300.209991,298.940002,299.98999,39048600,"Monday",0,-0.437716521,0,-0.24105293,1,0.486630196037741,1.004866302,1,0.677916902111214,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,1.40596371396212,"Even","Even",1,1,1,1
"10/21/19 to 10/28/19","10/24/19",300.910004,301.070007,299.459991,300.369995,35453100,"Thursday","2019-10-25",299.73999,302.200012,299.679993,301.600006,45205400,"Friday",NA,1.275076086,"10/28/19",302.940002,303.850006,302.910004,303.299988,42147000,"Monday",1,0.409498625187243,1,0.620543158088459,1,0.44429574712939,1.004442957,1,0.563654498070526,0,0,"Baseline","Baseline",-0.5,1,0,"","","","","Oct",0,0,1.27507608643532,"Even","Even",1,1,1,1
"10/28/19 to 11/4/19","10/31/19",304.130005,304.130005,301.730011,303.329987,69053800,"Thursday","2019-11-01",304.920013,306.190002,304.73999,306.140015,71141500,"Friday",NA,1.030232949,"11/4/19",307.850006,308,306.959991,307.369995,60606900,"Monday",1,0.926393076989117,1,0.40010558441109,1,0.55856500823651,1.00558565,1,0.401770412142957,0,1,"Baseline","",0,0,1,"10/30/19","Cut","Match","","Nov",0,0,1.03023294880224,"Even","Even",0,0,1,1
"11/4/19 to 11/11/19","11/7/19",308.570007,309.649994,307.660004,308.179993,54272300,"Thursday","2019-11-08",307.799988,309,307.029999,308.940002,49032100,"Friday",NA,0.903446141,"11/11/19",307.420013,308.540009,307.269989,308.350006,35797300,"Monday",1,0.246612050510355,1,0.370374933217999,0,-0.492001356,0.995079986,0,-0.190974298,0,0,"Baseline","Baseline",-0.2,1,0,"","","","","Nov",0,0,0.903446141033271,"Even","Even",0,0,1,1
"11/11/19 to 11/18/19","11/14/19",308.790009,309.640015,308.089996,309.549988,51219900,"Thursday","2019-11-15",311.019989,311.839996,310.26001,311.790009,62023600,"Friday",NA,1.210927784,"11/18/19",311.529999,312.279999,311.029999,312.019989,49228000,"Monday",1,0.723637889464242,1,0.247578942586866,0,-0.083392666,0.999166073,1,0.073761183,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,1.21092778392773,"Even","Even",0,0,1,1
"11/18/19 to 11/25/19","11/21/19",310.890015,311.01001,309.390015,310.269989,54664700,"Thursday","2019-11-22",311.089996,311.23999,309.850006,310.959991,44850200,"Friday",NA,0.820460004,"11/25/19",311.980011,313.369995,311.980011,313.369995,48647200,"Monday",1,0.222387605782908,0,-0.041790158,1,0.328022906329447,1.003280229,1,0.775020603856402,0,0,"Baseline","Baseline",1.09999999999999,1,0,"","","","","Nov",0,0,0.820460004353815,"Even","Even",1,1,1,1
"12/2/19 to 12/9/19","12/5/19",312.230011,312.25,310.579987,312.019989,40709000,"Thursday","2019-12-06",314.119995,315.309998,314.109985,314.869995,48927000,"Friday",NA,1.201871822,"12/9/19",314.440002,315.179993,313.799988,313.880005,34838500,"Monday",1,0.913404942,1,0.238762260262993,0,-0.136562075,0.998634379,0,-0.314412302,0,1,"Baseline","Baseline",2.2,1,0,"","","","","Dec",0,0,1.20187182195583,"Even","Even",0,0,0,0
"12/9/19 to 12/16/19","12/12/19",314.429993,317.98999,314.170013,317.130005,96389600,"Thursday","2019-12-13",316.869995,318.670013,316.019989,317.320007,81503900,"Friday",NA,0.845567364,"12/16/19",319.220001,320.149994,317.25,319.5,82749700,"Monday",1,0.059912969,1,0.142017864455724,1,0.598762749932767,1.005987627,1,0.687001434485669,0,0,"Baseline","",0,0,1,"12/11/19","Pause","Match","","Dec",0,0,0.845567364113971,"Even","Even",0,0,1,1
"12/16/19 to 12/23/19","12/19/19",319.799988,320.980011,319.519989,320.899994,85310500,"Thursday","2019-12-20",320.459991,321.970001,319.390015,320.730011,147142100,"Friday",NA,1.724782999,"12/23/19",321.589996,321.649994,321.059998,321.220001,52990000,"Monday",0,-0.052970708,1,0.084260128,1,0.2681336234544,1.002681336,1,0.152773355531121,1,0,"Baseline","Baseline",0.1,1,0,"","","","","Dec",0,0,1.72478299857579,"Even","Even",1,1,0,0
"12/23/19 to 12/30/19","12/26/19",321.649994,322.950012,321.640015,322.940002,30911200,"Thursday","2019-12-27",323.73999,323.799988,322.279999,322.859985,42528800,"Friday",NA,1.375837884,"12/30/19",322.950012,323.100006,320.549988,321.079987,49729100,"Monday",0,-0.024777668,0,-0.271824621,1,0.027884224,1.000278842,0,-0.551321961,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,1.37583788400321,"Even","Even",1,1,1,1
"12/30/19 to 1/6/20","1/2/20",323.540009,324.890015,322.529999,324.869995,59151200,"Thursday","2020-01-03",321.160004,323.640015,321.100006,322.410004,77709700,"Friday",NA,1.313746805,"1/6/20",320.48999,323.730011,320.359985,323.640015,55653900,"Monday",0,-0.757223209,1,0.389214094043915,0,-0.595519362,0.994044806,1,0.381505221531522,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.31374680479855,"Odd","Odd",1,1,1,1
"1/6/20 to 1/13/20","1/9/20",326.160004,326.730011,325.519989,326.649994,48473300,"Thursday","2020-01-10",327.290009,327.459991,325.200012,325.709991,53029300,"Friday",NA,1.093989887,"1/13/20",326.390015,327.959991,325.920013,327.950012,47086800,"Monday",0,-0.287770708,0,-0.482757786,1,0.208782051146845,1.002087821,1,0.687734813759524,0,1,"Baseline","",0,0,0,"","","","","Jan",0,0,1.09398988721626,"Odd","Odd",1,1,1,1
"1/20/20 to 1/27/20","1/23/20",330.630005,332.170013,329.410004,331.720001,51963000,"Thursday","2020-01-24",332.440002,332.529999,327.359985,328.769989,87578400,"Friday",NA,1.685399226,"1/27/20",323.029999,325.119995,322.660004,323.5,84062500,"Monday",0,-0.889307847,0,-1.103962513,0,-1.745898407,0.982541016,0,-1.602941015,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.68539922637261,"Odd","Odd",1,1,1,1
"1/27/20 to 2/3/20","1/30/20",324.359985,327.910004,323.540009,327.679993,75491800,"Thursday","2020-01-31",327,327.170013,320.730011,321.730011,113845600,"Friday",NA,1.50805253,"2/3/20",323.350006,326.160004,323.220001,324.119995,69083000,"Monday",0,-1.815790444,0,-1.611617431,1,0.503526231502232,1.005035262,1,0.742853920456935,0,0,"Baseline","Baseline",0.700000000000003,1,1,"1/29/20","Pause","Match","","Jan",0,0,1.50805253020858,"Odd","Odd",1,1,1,1
"2/3/20 to 2/10/20","2/6/20",333.910004,334.190002,332.799988,333.980011,50359700,"Thursday","2020-02-07",332.820007,333.98999,331.600006,332.200012,64139400,"Friday",NA,1.273625538,"2/10/20",331.230011,334.75,331.190002,334.679993,42070000,"Monday",0,-0.532965729,0,-0.186285376,0,-0.291993066,0.997080069,1,0.746532483568968,0,1,"Baseline","",0,0,0,"","","","","Feb",0,0,1.27362553788049,"Even","Even",1,1,1,1
"2/17/20 to 2/24/20","2/20/20",337.73999,338.640015,333.679993,336.950012,74163400,"Thursday","2020-02-21",335.470001,335.809998,332.579987,333.480011,113788200,"Friday",NA,1.534290499,"2/24/20",323.140015,333.559998,321.23999,322.420013,161088400,"Monday",0,-1.029826644,0,-0.593194621,0,-3.100634419,0.968993656,0,-3.316540013,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,1.53429049908715,"Even","Even",1,1,1,1
"2/24/20 to 3/2/20","2/27/20",305.459991,311.559998,297.51001,297.51001,284353500,"Thursday","2020-02-28",288.700012,297.890015,285.540009,296.26001,384975800,"Friday",NA,1.353863413,"3/2/20",298.209991,309.160004,294.459991,309.089996,238703600,"Monday",0,-0.42015393,1,2.61863445991128,1,0.65819919468712,1.006581992,1,4.33065063354314,0,0,"Baseline","Baseline",0.1,1,0,"","","","","Feb",0,0,1.35386341297012,"Even","Even",1,1,1,1
"3/2/20 to 3/9/20","3/5/20",304.980011,308.470001,300.01001,302.459991,186366800,"Thursday","2020-03-06",293.149994,298.779999,290.230011,297.459991,228667200,"Friday",NA,1.226973903,"3/9/20",275.299988,284.190002,273.450012,274.230011,309417300,"Monday",0,-1.653111204,1,1.47023608671812,0,-7.449742376,0.925502576,0,-7.809446885,0,1,"Baseline","",0,0,0,"","","","","Mar",0,0,1.22697390307716,"Odd","Odd",1,1,1,1
"3/9/20 to 3/16/20","3/12/20",256,266.660004,247.679993,248.110001,392220700,"Thursday","2020-03-13",263.089996,271.480011,248.520004,269.320007,329566100,"Friday",NA,0.840256774,"3/16/20",241.179993,256.899994,237.360001,239.850006,297240000,"Monday",1,8.54863000867102,1,2.36801516390611,0,-10.44854198,0.89551458,0,-10.94237347,0,0,"Baseline","Baseline",0.900000000000006,1,0,"","","","","Mar",0,0,0.840256773801077,"Odd","Odd",1,1,1,1
"3/16/20 to 3/23/20","3/19/20",239.25,247.380005,232.220001,240.509995,289322000,"Thursday","2020-03-20",242.529999,244.470001,228.5,228.800003,347158800,"Friday",NA,1.199904605,"3/23/20",228.190002,229.679993,218.259995,222.949997,326025200,"Monday",0,-4.868817198,0,-5.661153695,0,-0.266608825,0.997333912,0,-2.556820771,1,0,"Baseline","",0,0,0,"","","","","Mar",0,0,1.19990460455824,"Odd","Odd",0,0,0,0
"3/23/20 to 3/30/20","3/26/20",249.520004,262.799988,249.050003,261.200012,257632800,"Thursday","2020-03-27",253.270004,260.809998,251.050003,253.419998,224341200,"Friday",NA,0.870778876,"3/30/20",255.699997,262.429993,253.529999,261.649994,171369500,"Monday",0,-2.978565713,1,0.059222963,1,0.899691823058101,1.008996918,1,3.24757164586514,0,0,"Baseline","Baseline",-0.9,1,0,"","","","","Mar",0,0,0.87077887598163,"Odd","Odd",1,1,1,1
"3/30/20 to 4/6/20","4/2/20",245.190002,252.679993,244.589996,251.830002,177660400,"Thursday","2020-04-03",250.759995,253.320007,245.220001,248.190002,135561200,"Friday",NA,0.763035544,"4/6/20",257.839996,267,248.169998,264.859985,188061200,"Monday",0,-1.445419518,0,-1.02488158,1,3.88814775866757,1.038881478,1,6.7166214858244,0,1,"Shock","",0,0,0,"","","","","Apr",1,0,0.76303554421807,"Even","Even",1,1,0,0
"4/13/20 to 4/20/20","4/16/20",279.149994,280.029999,275.76001,279.100006,131798300,"Thursday","2020-04-17",285.380005,287.299988,282.399994,286.640015,146684800,"Friday",NA,1.112949105,"4/20/20",282.609985,286.790009,281.350006,281.589996,100109300,"Monday",1,2.70154383300157,1,0.441520070756191,0,-1.405955132,0.985940449,0,-1.761798331,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.11294910480636,"Even","Even",0,1,1,1
"4/20/20 to 4/27/20","4/23/20",280.48999,283.940002,278.75,279.079987,104709700,"Thursday","2020-04-24",280.730011,283.700012,278.5,282.970001,85063200,"Friday",NA,0.812371729,"4/27/20",285.119995,288.269989,284.619995,287.049988,77896600,"Monday",1,1.39387063967436,1,0.79791611592251,1,0.759795735379028,1.007597957,1,1.44184436003163,0,0,"Baseline","Baseline",3.8,1,0,"","","","","Apr",0,0,0.812371728693712,"Even","Even",1,1,0,0
"4/27/20 to 5/4/20","4/30/20",291.709991,293.320007,288.589996,290.480011,122901700,"Thursday","2020-05-01",285.309998,290.660004,281.519989,282.790009,125180000,"Friday",NA,1.018537579,"5/4/20",280.73999,283.899994,279.130005,283.570007,80873200,"Monday",0,-2.647342918,0,-0.883245949,0,-0.724926247,0.992750738,1,0.275822332888705,0,0,"Baseline","",0,0,1,"4/29/20","Pause","Match","","May",0,0,1.01853757921982,"Odd","Even",1,1,1,1
"5/4/20 to 5/11/20","5/7/20",287.75,289.779999,287.130005,287.679993,75250400,"Thursday","2020-05-08",291.089996,292.950012,289.859985,292.440002,76452400,"Friday",NA,1.015973337,"5/11/20",290.339996,294,289.880005,292.5,79514200,"Monday",1,1.65461940900422,1,0.46377615807862,0,-0.718098066,0.992819019,1,0.020516345,0,1,"Baseline","",0,0,0,"","","","","May",0,0,1.01597333701881,"Odd","Even",0,0,1,1
"5/11/20 to 5/18/20","5/14/20",278.950012,285.109985,272.98999,284.970001,121977900,"Thursday","2020-05-15",282.369995,286.329987,281.339996,286.279999,111146300,"Friday",NA,0.911200308,"5/18/20",293.049988,296.75,292.700012,295,119703800,"Monday",1,0.459696808577388,1,1.38470944832505,1,2.36481382689959,1.023648138,1,3.045969341365,0,0,"Baseline","Upbeat",5.7,1,0,"","","","","May",0,0,0.911200307596704,"Odd","Even",1,1,1,1
"5/25/20 to 6/1/20","5/28/20",304.649994,306.839996,302.23999,302.970001,90405200,"Thursday","2020-05-29",302.459991,304.959991,299.470001,304.320007,119090800,"Friday",NA,1.317300332,"6/1/20",303.619995,306.209991,303.059998,305.549988,55758300,"Monday",1,0.445590651069097,1,0.614962657986713,0,-0.230024968,0.99769975,1,0.404173558000743,0,0,"Baseline","Baseline",-1.7,1,0,"","","","","May",0,0,1.31730033228177,"Odd","Even",1,0,1,1
"6/1/20 to 6/8/20","6/4/20",311.109985,313,309.079987,311.359985,75794400,"Thursday","2020-06-05",317.230011,321.269989,317.160004,319.339996,150524700,"Friday",NA,1.985960704,"6/8/20",320.220001,323.410004,319.630005,323.200012,73641200,"Monday",1,2.56295329664793,1,0.665127802173797,1,0.27556992892304,1.002755699,1,1.20874805797894,0,1,"Upbeat","",0,0,0,"","","","","Jun",0,0,1.98596070422089,"Even","Odd",1,1,1,1
"6/8/20 to 6/15/20","6/11/20",311.459991,312.149994,300.01001,300.609985,209243600,"Thursday","2020-06-12",308.23999,309.079987,298.600006,304.209991,194678900,"Friday",NA,0.93039357,"6/15/20",298.019989,308.279999,296.73999,307.049988,135782700,"Monday",1,1.19756700696419,0,-1.307422505,0,-2.034779325,0.979652207,1,0.933564670464746,0,0,"Baseline","Baseline",3.90000000000001,1,1,"6/10/20","Pause","Match","","Jun",0,0,0.930393569982547,"Even","Odd",1,1,0,0
"6/15/20 to 6/22/20","6/18/20",310.01001,312.299988,309.51001,311.779999,80828700,"Thursday","2020-06-19",314.170013,314.380005,306.529999,308.640015,135549600,"Friday",NA,1.676998393,"6/22/20",307.98999,311.049988,306.75,310.619995,74649400,"Monday",0,-1.007115277,0,-1.760192816,0,-0.210609438,0.997893906,1,0.641517594534854,1,0,"Baseline","",0,0,0,"","","","","Jun",0,0,1.67699839289757,"Even","Odd",1,1,0,0
